BenefitName,BusinessYear,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,CopayInnTier1,CopayInnTier2,CopayOutofNet,EHBVarReason,Exclusions,Explanation,ImportDate,IsCovered,IsEHB,IsExclFromInnMOOP,IsExclFromOonMOOP,IsStateMandate,IsSubjToDedTier1,IsSubjToDedTier2,IssuerId,IssuerId2,LimitQty,LimitUnit,MinimumStay,PlanId,QuantLimitOnSvc,RowNumber,SourceName,StandardComponentId,StateCode,StateCode2,VersionNum
Major Dental Care - Child,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","The deductible for your plan is $75 per child under 19 and $0 per individual 19 and older.  Under this policy the following services are covered at the indicated limits and percentages: Crowns/Inlays/Onlays (50%- Limitations apply) Prosthetics i.e. Complete or Fixed Partial Dentures (50%- Limitations apply), Adjustments/Repairs of Prosthetics (50%- Limitations apply), Other Prosthetic Services (50% -Limitations apply), and Implant Services (50%- Limitations apply). Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0020002-00,Yes,112,HIOS,44785AL0020002,AL,AL,4
Basic Dental Care - Adult,2014,40% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","Adult Deductible and Annual Out of Pocket Maximum differs from pediatric Deductible and Annual Out of Pocket Maximum.  Adults (Ages 19+) will have a $0 Deductible and an unlimited Annual Out of Pocket Maximum.  Under this policy the following services are covered at the indicated limits and percentages:  Cleanings and Consultations (1 per 12 months at 100%), Radiographs i.e. X-rays at 100% (Bitewings 1 set per 24 months for ages 19 through 29 and one 1 set per 3 years for ages 30 and up), Emergency Palliative Treatment (1 per 12 months at 100%), Pulpal Debridement â (1 tooth per lifetime at 60%), Root canal therapy at 60% (limited to permanent teeth, 1 per tooth per lifetime), Fillings- (1 tooth per surface per 3 years at 60%),  Oral Surgery (60% - limitations apply). Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0020002-00,Yes,113,HIOS,44785AL0020002,AL,AL,4
Orthodontia - Adult,2014,,,,,,,Above EHB,,,2013-09-10 14:43:20,Not Covered,,No,No,,No,No,44785,44785,,,,44785AL0020002-00,No,114,HIOS,44785AL0020002,AL,AL,4
Major Dental Care - Adult,2014,,,,,,,Above EHB,,Not covered. Most participating dentists agree to discounts on non-covered services.,2013-09-10 14:43:20,Not Covered,,No,No,,No,No,44785,44785,,,,44785AL0020002-00,No,115,HIOS,44785AL0020002,AL,AL,4
Accidental Dental,2014,20%,,20%,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.",The following service is covered at the indicated percentage for children through the end of the contract year that they turn 19: Emergency Palliative Treatment (80%).  Individuals who are 19 or older under this policy will receive the following service covered at the indicated percentage: Emergency Palliative Treatment (100%).,2013-09-10 14:43:20,Covered,,No,Yes,,No,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0020002-00,Yes,118,HIOS,44785AL0020002,AL,AL,4
Routine Dental Services (Adult),2014,No Charge,,No Charge,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.",Dental examinations are covered 100% when service is provided by an in-network dentist.,2013-09-10 14:43:20,Covered,,No,Yes,,No,No,44785,44785,2.0,Exam(s) per Year,,44785AL0020002-01,Yes,68,HIOS,44785AL0020002,AL,AL,4
Dental Check-Up for Children,2014,No Charge,,No Charge,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.",The deductible for your plan is $75 per child under 19 and $0 per individual 19 and older.  Dental examinations are covered 100% when service is provided by an in-network dentist.,2013-09-10 14:43:20,Covered,,No,Yes,,No,No,44785,44785,2.0,Exam(s) per Year,,44785AL0020002-01,Yes,104,HIOS,44785AL0020002,AL,AL,4
Basic Dental Care - Child,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","The deductible for your plan is $75 per child under 19 and $0 per individual 19 and older.  Under this policy the following services are covered at the indicated limits and percentages ($75 deductible waived for certain services *):  *Radiographs i.e. X-rays (Bitewing 1 per 6 months at 50%), *Cleanings and Consultations (1 per 6 months at 100%),* Fluoride Treatments (1 per 6 months at 80%), *Emergency Palliative Treatment (80%), *Sealants (1 per tooth per 36 months at 80%), Space Maintainers (50% Limitations apply), Fillings (50% Limitations apply), Crown Repair (50% Limitations apply), Endodontic Therapy i.e. Root Canal (1 per tooth per lifetime 50%), Other Endodontic Services (50%- Limitations apply),  Surgical/ Non-Surgical Periodontics (50% -Limitations apply), Periodontal Maintenance (50%- Limitations apply), Simple/Surgical Extractions (50%- Limitations apply), Oral Surgery (50%- Limitations apply) and General Anesthesia/Nitrous Oxide/IV Sedation (30 minutes per session at 50%).  Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0020002-01,Yes,110,HIOS,44785AL0020002,AL,AL,4
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,"Waiting periods, exclusions and limitations apply, see plan documents.",The deductible for your plan is $75 per child under 19 and $0 per individual 19 and older.  Orthodontic treatment is a covered service if deemed medically necessary and a written plan is approved by the insurer. Approved covered services will be covered at 50%. Limitations may apply.  Please visit our website for further details on our plans.,2013-09-10 14:43:20,Covered,,No,Yes,,No,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0020002-01,Yes,111,HIOS,44785AL0020002,AL,AL,4
Major Dental Care - Child,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","The deductible for your plan is $75 per child under 19 and $0 per individual 19 and older.  Under this policy the following services are covered at the indicated limits and percentages: Crowns/Inlays/Onlays (50%- Limitations apply) Prosthetics i.e. Complete or Fixed Partial Dentures (50%- Limitations apply), Adjustments/Repairs of Prosthetics (50%- Limitations apply), Other Prosthetic Services (50% -Limitations apply), and Implant Services (50%- Limitations apply). Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0020002-01,Yes,112,HIOS,44785AL0020002,AL,AL,4
Basic Dental Care - Adult,2014,40% Coinsurance after deductible,,40% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","Adult Deductible and Annual Out of Pocket Maximum differs from pediatric Deductible and Annual Out of Pocket Maximum.  Adults (Ages 19+) will have a $0 Deductible and an unlimited Annual Out of Pocket Maximum.  Under this policy the following services are covered at the indicated limits and percentages:  Cleanings and Consultations (1 per 12 months at 100%), Radiographs i.e. X-rays at 100% (Bitewings 1 set per 24 months for ages 19 through 29 and one 1 set per 3 years for ages 30 and up), Emergency Palliative Treatment (1 per 12 months at 100%), Pulpal Debridement â (1 tooth per lifetime at 60%), Root canal therapy at 60% (limited to permanent teeth, 1 per tooth per lifetime), Fillings- (1 tooth per surface per 3 years at 60%),  Oral Surgery (60% - limitations apply). Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0020002-01,Yes,113,HIOS,44785AL0020002,AL,AL,4
Orthodontia - Adult,2014,,,,,,,Above EHB,,,2013-09-10 14:43:20,Not Covered,,No,No,,No,No,44785,44785,,,,44785AL0020002-01,No,114,HIOS,44785AL0020002,AL,AL,4
Major Dental Care - Adult,2014,,,,,,,Above EHB,,Not covered. Most participating dentists agree to discounts on non-covered services.,2013-09-10 14:43:20,Not Covered,,No,No,,No,No,44785,44785,,,,44785AL0020002-01,No,115,HIOS,44785AL0020002,AL,AL,4
Accidental Dental,2014,20%,,20%,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.",The following service is covered at the indicated percentage for children through the end of the contract year that they turn 19: Emergency Palliative Treatment (80%).  Individuals who are 19 or older under this policy will receive the following service covered at the indicated percentage: Emergency Palliative Treatment (100%).,2013-09-10 14:43:20,Covered,,No,Yes,,No,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0020002-01,Yes,118,HIOS,44785AL0020002,AL,AL,4
Routine Dental Services (Adult),2014,No Charge,,No Charge,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.",Dental examinations are covered 100% when service is provided by an in-network dentist.,2013-09-10 14:43:20,Covered,,No,Yes,,No,No,44785,44785,2.0,Exam(s) per Year,,44785AL0030001-00,Yes,68,HIOS,44785AL0030001,AL,AL,4
Dental Check-Up for Children,2014,No Charge,,No Charge,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.",The deductible for your plan is $75 per child under 19 and $50 per individual 19 and older.  Dental examinations are covered 100% when service is provided by an in-network dentist.,2013-09-10 14:43:20,Covered,,No,Yes,,No,No,44785,44785,2.0,Exam(s) per Year,,44785AL0030001-00,Yes,104,HIOS,44785AL0030001,AL,AL,4
Basic Dental Care - Child,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","The deductible for your plan is $75 per child under 19 and $50 per individual 19 and older.  Under this policy the following services are covered at the indicated limits and percentages ($75 deductible waived for certain services *):  *Radiographs i.e. X-rays (Bitewing 1 per 6 months at 50%), *Cleanings and Consultations (1 per 6 months at 100%),* Fluoride Treatments (1 per 6 months at 80%), *Emergency Palliative Treatment (80%), *Sealants (1 per tooth per 36 months at 80%), Space Maintainers (50% Limitations apply), Fillings (50% Limitations apply), Crown Repair (50% Limitations apply), Endodontic Therapy i.e. Root Canal (1 per tooth per lifetime 50%), Other Endodontic Services (50%- Limitations apply),  Surgical/ Non-Surgical Periodontics (50% -Limitations apply), Periodontal Maintenance (50%- Limitations apply), Simple/Surgical Extractions (50%- Limitations apply), Oral Surgery (50%- Limitations apply) and General Anesthesia/Nitrous Oxide/IV Sedation (30 minutes per session at 50%).  Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0030001-00,Yes,110,HIOS,44785AL0030001,AL,AL,4
Orthodontia - Child,2014,50%,,50%,No Charge,,No Charge,Above EHB,"Waiting periods, exclusions and limitations apply, see plan documents.",The deductible for your plan is $75 per child under 19 and $50 per individual 19 and older.   Orthodontic treatment is a covered service if deemed medically necessary and a written plan is approved by the insurer. Approved covered services will be covered at 50%. Limitations may apply.  Please visit our website for further details on our plans.,2013-09-10 14:43:20,Covered,,No,Yes,,No,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0030001-00,Yes,111,HIOS,44785AL0030001,AL,AL,4
Major Dental Care - Child,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","The deductible for your plan is $75 per child under 19 and $50 per individual 19 and older.  Under this policy the following services are covered at the indicated limits and percentages: Crowns/Inlays/Onlays (50%- Limitations apply) Prosthetics i.e. Complete or Fixed Partial Dentures (50%- Limitations apply), Adjustments/Repairs of Prosthetics (50%- Limitations apply), Other Prosthetic Services (50% -Limitations apply), and Implant Services (50%- Limitations apply). Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0030001-00,Yes,112,HIOS,44785AL0030001,AL,AL,4
Major Dental Care - Child,2014,50% Coinsurance after deductible,,50% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","The deductible for your plan is $75 per child under 19 and $50 per individual 19 and older.  Under this policy the following services are covered at the indicated limits and percentages: Crowns/Inlays/Onlays (50%- Limitations apply) Prosthetics i.e. Complete or Fixed Partial Dentures (50%- Limitations apply), Adjustments/Repairs of Prosthetics (50%- Limitations apply), Other Prosthetic Services (50% -Limitations apply), and Implant Services (50%- Limitations apply). Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0030002-00,Yes,112,HIOS,44785AL0030002,AL,AL,4
Basic Dental Care - Adult,2014,20% Coinsurance after deductible,,20% Coinsurance after deductible,No Charge,,No Charge,Above EHB,"Exclusions and limitations apply, see plan documents.","Adult Deductible and Annual Out of Pocket Maximum differs from pediatric Deductible and Annual Out of Pocket Maximum.  Adults (Ages 19+) will have a $50 Deductible and an unlimited Annual Out of Pocket Maximum.  Under this policy the following services are covered at the indicated limits and percentages ($50 deductible waived for certain services *): *Radiographs i.e. X-rays (100%-Limitations apply), *Cleanings and Consultations (2 per year at 100%), *Emergency Palliative Treatment (100% -Limitations apply), Fillings (80% with 6 month waiting period- Limitations apply), Crown Repair (50% with 12 month waiting period- Limitations apply), Endodontic Therapy i.e. Root Canal (1 per tooth per lifetime at 50% with 12 month waiting period), Other Endodontic Services (50% with 12 month waiting period Limitations apply), Surgical/ Non-Surgical Periodontics (50% with 12 month waiting period- Limitations apply), Periodontal Maintenance (50% with 12 month waiting period -Limitations apply), Simple Extractions (80%- Limitations apply), Oral Surgery (50% with 12 month waiting period -Limitations apply) and General Anesthesia/Nitrous Oxide/IV Sedation (60 minutes per session at 50% with 12 month waiting period). Please visit our website for further details on our plans.",2013-09-10 14:43:20,Covered,,No,Yes,,Yes,No,44785,44785,1.0,Treatment(s) per Benefit Period,,44785AL0030002-00,Yes,113,HIOS,44785AL0030002,AL,AL,4
